Serial Number,Excel Timestamp,Station,Wafer ID,PCBA ID,ChassisSlot,CNR,CSO-,CTB,CSO+,LIP Peak Power,Wavelength,SMSR,SMSR Iop,Flat,Chassis,Slot,Slot 2dig
BFH6604,9/11/17 8:29 PM,282,21207350,DQ0H1238,508,52.71007034,57.29473922,74.90026451,45.74665777,17.21340382,1549.32,22.92,49.77,0.8754,5,8,08
BFH8262,9/12/17 9:03 PM,282,21560350,H17031800097,221,46.76083503,61.92627577,66.33,49.78723251,21.99469293,1559.79,22.01,48.42,0.73282,2,21,21
BFH9159,9/12/17 11:33 PM,282,21182350,H17031800016,306,52.88785847,61.10939341,72.40445988,49.09085504,19.44552025,1556.555,31.47,50.08,0.71133,3,6,06
BFHA140,9/12/17 5:01 AM,282,21255350,H17031800193,226,52.38007034,61.97446272,69.59754849,51.95953297,18.26965386,1561.423,23.91,49.18,0.76015,2,26,26
BFHA295,9/12/17 5:00 AM,282,21560350,H17031800131,224,53.06597234,60.69750487,70.5099599,48.92858993,18.71510313,1558.978,14.03,48.73,0.63906,2,24,24
BFH6552,9/10/17 6:47 PM,282,21361350,DQ0H2129,222,49.6001623,57.56040678,75.8506244,43.23973354,21.90248876,1549.319,35.45,50.5,0.71915,2,22,22
BFH6571,9/10/17 7:04 PM,282,21361350,DQ0G1403,226,52.93186406,58.00211162,73.5,44.08052714,23.80986144,1549.318,21.75,49.32,1.17422,2,26,26
BFH8297,9/10/17 4:41 PM,282,21560350,H17031800184,413,52.29110001,60.58435174,70.41627577,49.60746764,16.35702564,1559.795,23.69,48.58,0.74648,4,13,13
BFH6574,9/10/17 2:40 PM,282,21361350,DQ0H2089,406,48.76186406,57.7940149,72.5,44.24225736,22.06234925,1549.322,28.14,50.3,0.85781,4,6,06
BFH7088,9/13/17 9:43 PM,282,21255350,139,421,52.03259433,61.24940367,73.53480831,49.60034596,24.58713864,1559.794,32.71,46.67,0.96328,4,21,21
BFH4194,9/13/17 2:13 PM,282,21255350,H17031800039,313,52.54302569,58.76909033,71.53283888,49.94364805,19.6809718,1560.601,31.32,46.21,1.0043,3,13,13
BFH6934,9/13/17 7:00 PM,282,21227350,DQ0H2008,532,52.37259433,57.84591158,73.33,44.4127474,21.63681039,1559.797,32.92,46.86,0.87148,5,32,32
BFH7095,9/13/17 1:39 PM,282,21255350,H17031800134,327,52.55007034,61.54811755,72.56181461,49.76888005,21.83553868,1559.782,31.81,46.32,1.05703,3,27,27
BFH6675,9/14/17 2:25 PM,282,L21006350,DQ0H1186,107,52.88785847,59.09240943,73.5,45.24375536,23.95262872,1536.61,36.58,51.75,0.74453,1,7,07
BFHA210,9/14/17 2:21 PM,282,21381350,13,311,52.89548578,61.32135149,71.8363546,48.75852395,18.91344837,1558.982,35.79,52.94,1.08438,3,11,11
BFHB844,9/14/17 2:17 PM,282,21463350,H17031800171,515,52.72785847,60.9640149,71.70283888,50.2704394,21.11140823,1542.143,39.24,54.96,0.86172,5,15,15
BFH2784,9/14/17 2:16 PM,282,20694450,H17031800131,412,53.23597234,56.91135734,65.33211162,51.78085393,14.7564826,1554.13,43.45,54.83,0.9125,4,12,12
BFH3114,9/14/17 2:12 PM,282,20978350,H17031800075,530,52.90391926,60.01685762,71.81482598,47.75264206,20.4911928,1558.97,27.09,53.25,1.0668,5,30,30
BFHA106,9/14/17 2:11 PM,282,21255350,H17031800077,411,53.07391926,56.39330673,66.78757491,50.26594017,14.97582153,1561.423,38.76,55.37,1.01211,4,11,11
BFH9169,9/14/17 2:08 PM,282,21182350,63,308,52.72785847,58.90541262,69.18037287,50.77364805,15.29537086,1556.559,36.99,55.49,0.96719,3,8,08
BFH3050,9/14/17 2:07 PM,282,21072350,DQ0H0771,513,52.55007034,50.58433233,71.25627577,43.73935949,18.65756465,1558.975,21.1,52.81,1.07265,5,13,13
BFH8842,9/14/17 2:04 PM,282,21454350,BFH8842,324,52.54302569,63.86070802,71.14482598,51.79426785,21.35812569,1534.248,37.41,51.7,0.82851,3,24,24
BFH6659,9/14/17 2:01 PM,282,L21006350,DQ0H1376,306,52.71007034,59.1101556,73.83,45.24322652,25.68383027,1536.612,38.41,53.66,0.51797,3,6,06
BFH5769,9/14/17 2:00 PM,282,21252350,DQ0H2008,512,52.87739146,55.01362561,73.40314654,43.58052714,18.47219975,1559.781,33.6,50.7,0.9086,5,12,12
BFHA153,9/14/17 1:57 PM,282,21255350,H17031800087,408,51.67592631,60.88991809,68.71576856,51.28939511,17.04743924,1561.417,14.21,47.93,0.77774,4,8,08
BFH5715,9/14/17 1:56 PM,282,21560350,DQ0G1038,305,52.03259433,58.97688121,73.66,45.58605413,25.72440213,1558.164,35.73,53.66,0.69179,3,5,05
BFH5758,9/14/17 1:54 PM,282,21252350,H17031800005,321,52.37259433,62.48652833,72.24883677,49.76888005,19.1225442,1559.795,36.38,55,0.74648,3,21,21
BFHA982,9/14/17 1:53 PM,282,21007350,H17031800091,526,52.72548578,56.24200731,70.48096572,50.1104394,18.58462293,1531.115,29.79,53.92,1.225,5,26,26
BFHA968,9/14/17 1:52 PM,282,2159935,H17031800193,510,52.20259433,60.99135149,70.92627577,51.11502151,20.69741526,1531.126,36.99,52.43,0.6039,5,10,10
BFHA301,9/14/17 1:50 PM,282,21560350,H17031800116,407,52.90597234,61.91940367,69.14446272,49.9373811,18.29418467,1558.974,32.93,54.67,0.97695,4,7,07
BFHB049,9/14/17 1:49 PM,282,21026350,H17031800009,132,52.53259433,61.10939341,71.6763546,50.60711268,20.66406141,1530.329,26.33,50.32,0.9125,1,32,32
BFHA925,9/14/17 1:47 PM,282,21218350,H17031800044,316,52.71007034,61.66135149,71.93777756,49.59201726,23.78171828,1534.259,37.87,54.03,0.88711,3,16,16
BFHB794,9/14/17 1:46 PM,282,21463350,H17031800104,525,52.53259433,62.14446272,74.73026451,49.93463498,23.61070934,1542.149,33.84,54.16,1.06094,5,25,25
BFHA954,9/14/17 1:44 PM,282,2159935,DQ0G0952,110,45.10732471,55.46473922,59,42.40867397,16.27409221,1531.122,27.01,54.34,0.97109,1,10,10
BFHB836,9/14/17 1:43 PM,282,21463350,DQ0G1052,406,52.55785847,57.98888265,74,44.41135932,20.38660039,1542.149,41.4,54.45,0.93594,4,6,06
BFHC220,9/14/17 1:38 PM,282,21273350,H17031800154,405,52.38007034,63.05284268,68.24940367,55.18415879,16.38528117,1539.768,28.69,52.39,1.38516,4,5,05
BFHB121,9/14/17 1:37 PM,282,21273350,DQ0H1683,523,52.89548578,59.26909033,72.83,45.91487743,13.99891188,1539.765,31.33,56.44,0.9457,5,23,23
BFHA138,9/14/17 1:33 PM,282,21255350,H17031800134,522,52.55007034,59.84685762,68.61217959,51.78502151,16.92166875,1561.413,38.07,53.25,0.98672,5,22,22
BFHA288,9/14/17 1:32 PM,282,21560350,H17031800018,332,52.72785847,62.04811755,70.27066712,50.26888005,18.55351004,1558.986,33.81,54.65,0.75234,3,32,32
BFH7019,9/14/17 1:31 PM,282,21070350,00,313,52.21302569,54.52362561,71.98088539,45.41543675,24.26716193,1559.789,31.47,50.93,0.8461,3,13,13
BFH6593,9/14/17 1:29 PM,282,21207350,H17031800148,414,52.89548578,61.30558881,68.18996305,51.62301913,17.07139024,1549.317,34.1,53.73,1.16055,4,14,14
BFH5274,9/14/17 1:16 PM,282,21666350,DQ0H0542,413,,,,,,,,,0.96524,4,13,13
BFHA124,9/14/17 1:02 PM,282,21255350,H17031800072,410,,,,,,,,,,4,10,10
BFHA242,9/14/17 12:56 PM,282,21560350,H17031800074,409,,,,,,1558.983,27.44,54.17,1.23672,4,9,09
BFH4735,9/14/17 12:38 PM,282,21429350,DQ0H2108,315,52.38302569,58.21913078,73.17,45.57601714,26.49784735,1554.131,18.59,42.99,0.86757,3,15,15
BFH8848,9/9/17 4:15 PM,282,21341350,DQ0H0525,310,52.88007034,58.34591158,74,45.07322652,23.40428439,1534.257,32.67,47.92,0.62539,3,10,10
BFH5827,9/14/17 12:14 PM,282,21226350,DQ0H1656,330,,,,,,,,,0.88516,3,30,30
BFH6971,9/14/17 12:13 PM,282,21227350,DQ0H2118,329,,,,,,,,,,3,29,29
BFH6658,9/14/17 12:11 PM,282,L21006350,H17031800048,327,,,,,,,,,,3,27,27
BFH5745,9/14/17 12:08 PM,282,21489350,H17031800106,326,,,,,,,,,0.68008,3,26,26
BFGE213,9/14/17 11:51 AM,282,21104350,DQ0H1614,323,,,,,,,,,1.18594,3,23,23
BFHA238,9/14/17 11:50 AM,282,21560350,H17031800006,322,,,,,,,,,,3,22,22
BFH8344,9/14/17 11:28 AM,282,20947450,2,314,,,,,,,,,0.71914,3,14,14
BFHA192,9/14/17 11:17 AM,282,21350350,H17031800142,312,,,,,,1561.423,29.52,51.11,27.81289,3,12,12
BFH9155,9/8/17 4:46 AM,282,21182350,H17031800171,122,52.88007034,60.70882409,70.82096572,49.26085504,20.32211714,1556.554,25.33,48.76,0.85586,1,22,22
BFH9157,9/8/17 12:39 AM,282,21182350,H17031800154,328,52.71007034,61.74940367,72.24883677,49.59594017,21.51145655,1556.566,21.31,48.25,1.34609,3,28,28
BFH9170,9/8/17 2:30 AM,282,21182350,38,308,52.88785847,58.67508354,73.5,44.74225736,18.47218386,1556.561,17.24,48.42,0.76797,3,8,08
BFHB071,9/14/17 11:04 AM,282,21463350,DQ0H0488,309,,,,,,1542.144,23.61,48.12,32.40665,3,9,09
BFH6936,9/14/17 10:37 AM,282,21227350,DQ0H0491,130,,,,,,,,,,1,30,30
BFH7623,9/14/17 10:21 AM,282,20472450,H17031800053,109,,,,,,1554.128,,,16.14297,1,9,09
BFH2797,9/14/17 10:21 AM,282,G5381C350,134,108,,,,,,,,,,1,8,08
BFH1603,8/23/17 4:49 PM,282,21361350,DQ0H0464,410,,,,,,,,,0.92421,4,10,10
BFH6986,9/14/17 10:11 AM,282,21070350,DQ0H1118,106,,,,,,,,,1.00039,1,6,06
BFHA121,9/14/17 10:06 AM,282,21255350,H17031800122,532,52.72785847,69.1806244,66.12757491,60.61913078,,1561.418,7.19,47.22,1.06679,5,32,32
BFHC142,9/14/17 9:32 AM,282,21218350,DQ0H1269,524,,,,,,,,,0.96523,5,24,24
BFHC100,9/14/17 9:11 AM,282,21140350,H17031800039,516,,,,,,,,,1.48671,5,16,16
BFHA975,9/14/17 9:00 AM,282,21015350,H17031800158,514,52.72785847,54.16327607,71.31482598,48.75852395,,1531.127,10.23,49.08,0.74062,5,14,14
BFHA176,9/14/17 8:23 AM,282,21255350,DQ0H1701,508,43.93732471,57.41435174,57.33,44.57665777,,1561.426,23.85,50.11,0.89688,5,8,08
BFH5845,9/14/17 8:19 AM,282,21226350,H17031800063,507,43.59140792,57.91435174,57,45.57732408,,1559.792,29.86,45.92,1.05117,5,7,07
BFH4832,9/14/17 8:14 AM,282,21192350,H17031800105,506,,,,,,1558.178,,,1.03164,5,6,06
BFH8349,9/14/17 8:13 AM,282,20920450,45,505,,,,,,,,,,5,5,05
BFHA212,9/14/17 8:12 AM,282,21381350,H17031800192,216,53.06597234,61.25435174,70.05559007,49.9373811,17.98627475,1558.978,34.11,53.13,0.81875,2,16,16
BFHA172,9/14/17 8:10 AM,282,21255350,DQ0H1594,214,52.72785847,58.17508354,73.67,44.41135932,18.42538424,1561.427,38.84,54.75,0.80313,2,14,14
BFHA231,9/14/17 8:08 AM,282,21560350,DQ0H1389,212,52.71739146,57.61304784,73.5,43.74092271,17.51520393,1558.986,34.43,52.84,0.55899,2,12,12
BFH9976,9/14/17 8:07 AM,282,21026350,H17031800043,231,52.38007034,56.77183487,74.03480831,51.44900408,18.51454702,1531.118,36.79,53.01,1.23477,2,31,31
BFH5818,9/14/17 8:05 AM,282,21226350,DQ0H0525,230,52.88785847,56.40143495,73.83,43.74012256,17.05318279,1559.786,16.79,46.1,0.83438,2,30,30
BFHA135,9/14/17 8:04 AM,282,21255350,49,229,52.88007034,62.04811755,71.8363546,49.60888005,18.31928245,1561.429,29.05,49.64,0.48673,2,29,29
BFH5765,9/14/17 8:02 AM,282,21252350,H17031800121,228,52.88785847,59.25138922,68.18996305,51.45097185,15.82012022,1559.792,35.42,51.18,1.18594,2,28,28
BFHA292,9/14/17 7:57 AM,282,21560350,DQ0H0588,209,53.06597234,57.61304784,73,44.24135932,18.03061732,1558.985,23.6,50.74,0.62148,2,9,09
BFHA284,9/14/17 7:56 AM,282,21560350,H17031800163,208,53.07391926,60.69750487,70.65096572,49.10463498,17.54802968,1558.98,23.53,51.93,0.58047,2,8,08
BFH9957,9/14/17 7:54 AM,282,21026350,DQ0G1366,207,53.05785847,59.75138922,73.66,45.41430538,19.51664028,1531.125,25.94,52.15,0.85586,2,7,07
BFH9974,9/14/17 7:53 AM,282,21026350,DQ0H0531,206,52.70259433,57.45403786,74.16,45.91669625,21.38792093,1531.119,37.15,53.4,0.58828,2,6,06
BFH9913,9/14/17 7:51 AM,282,21169350,H17031800152,226,52.72785847,61.13558881,72.15088539,49.09463498,21.64067825,1554.133,34.35,51.43,1.28359,2,26,26
BFH9959,9/14/17 7:49 AM,282,21026350,H17031800096,225,52.20259433,59.32583867,74.5,46.24665777,21.14178795,1531.122,33.18,51.69,1.01992,2,25,25
BFHA157,9/14/17 7:48 AM,282,21255350,DQ0H1298,224,53.05785847,57.98888265,73.66,44.41092271,15.78100187,1561.418,30.67,50.05,0.73086,2,24,24
BFH8274,9/14/17 7:46 AM,282,21560350,H17031800079,223,52.87739146,57.8061994,73.5,44.41092271,18.60622726,1559.797,29.62,51.14,0.5668,2,23,23
BFH6644,9/14/17 7:45 AM,282,L21006350,DQ0H2129,222,52.38302569,59.53882409,73.16,46.92182101,25.80835783,1536.601,34.91,52.84,0.68399,2,22,22
BFH9973,9/14/17 7:43 AM,282,21026350,DQ0G1221,221,52.70259433,59.45757491,74.16,45.74605413,20.4747311,1531.117,39.13,55.21,1.35196,2,21,21
BFHA158,9/14/17 7:38 AM,282,21255350,H17031800064,531,44.2702765,58.90940367,57.67,50.12301913,,1561.418,34.69,53.85,0.975,5,31,31
BFHC240,9/14/17 7:33 AM,282,21273350,DQ0H0655,307,44.44353657,60.21284268,57.33,53.51495272,,1539.767,35.22,46.24,1.1957,3,7,07
BFH7000,9/14/17 7:31 AM,282,21070350,H17031800194,129,,,,,,,,,0.98672,1,29,29
BFH2774,9/14/17 7:15 AM,282,L21006350,H17031800155,127,,,,,,,,,1.14883,1,27,27
BFHA207,9/14/17 7:14 AM,282,21489350,DQ0H2079,126,,,,,,,,,,1,26,26
BFH3028,9/14/17 7:13 AM,282,20639450,KKABOBEU,125,,,,,,,,,,1,25,25
BFH5844,9/14/17 7:11 AM,282,21226350,DQ0H2065,124,,,,,,,,,1.21719,1,24,24
BFHA186,9/14/17 7:06 AM,282,21255350,135,123,44.76430741,55.87443061,57.16,43.91325705,,1561.416,36.15,56.22,0.54922,1,23,23
BFH5725,9/14/17 7:03 AM,282,21560350,DQ0G0894,122,,,,,,,,,0.93984,1,22,22
BFHB752,9/14/17 6:54 AM,282,20561450,H17031800109,116,,,,,,1542.135,41.36,56.73,19.55704,1,16,16
BFH6715,9/14/17 6:49 AM,282,21250350,H17031800190,114,44.26140792,57.6340149,58.17,48.77711268,,1536.6,33.7,53.61,0.61562,1,14,14
BFHA087,9/14/17 6:44 AM,282,2159935,48,113,44.42140792,59.04811755,58.16,50.63178312,,1531.895,31.4,53.46,1.00429,1,13,13
BFHA957,9/14/17 5:02 AM,282,2159935,H17031800017,424,44.26430741,60.65096572,58.66,49.78289644,,1531.123,38.2,55.17,0.7914,4,24,24
BFHB123,9/14/17 4:57 AM,282,21273350,11,423,44.59430741,60.66734554,58.16,57.67183487,,1539.772,29.36,50.69,1.07266,4,23,23
BFHA111,9/14/17 4:52 AM,282,21255350,DQ0H0453,422,40.26732471,58.73445988,58.66,56.56992324,,1561.426,36.71,55.69,7.54335,4,22,22
BFHC236,9/14/17 4:47 AM,282,21273350,DQ0H0464,421,44.26430741,58.90940367,58.83,45.58017403,,1539.761,35.72,53.75,1.03945,4,21,21
BFHB793,9/14/17 4:43 AM,282,21463350,DQ0H0515,416,44.94046469,57.56178593,59.17,43.74322652,,1542.145,32.7,52.67,1.11172,4,16,16
BFH5767,9/14/17 4:38 AM,282,21252350,H17031800178,415,43.75878241,58.78217959,58.16,48.77364805,,1559.796,34.62,52.74,1.4418,4,15,15
BFH8222,9/14/17 4:06 AM,282,21485350,H17031800016,205,52.71007034,59.80688121,73.59591494,47.75643049,20.82772594,1559.786,31.44,43.12,0.60195,2,5,05
BFGF434,9/14/17 2:35 AM,282,20829450,27,432,44.25878241,58.49135149,58.16,44.41430538,,1561.42,33.42,54.7,0.6,4,32,32
BFH2788,9/14/17 2:29 AM,282,20613450,DQ0H0490,431,43.92878241,58.16135149,58.17,44.57484316,,1554.135,34.84,52.78,0.86367,4,31,31
BFHA115,9/14/17 2:24 AM,282,21255350,H17031800144,430,44.43430741,57.13572208,58.17,49.27364805,,1561.428,33.78,52.57,0.93593,4,30,30
BFHA132,9/14/17 2:20 AM,282,21255350,DQ0H0538,429,44.59714388,57.39040678,57.83,43.9127474,,1561.418,37.16,53.87,0.90274,4,29,29
BFHA179,9/14/17 2:15 AM,282,21255350,32,428,44.26430741,56.84685762,58.16,43.74225736,,1561.427,30.75,54.24,0.96914,4,28,28
BFHC250,9/14/17 2:10 AM,282,21273350,50,427,41.90479972,61.25627577,57.67,56.09845838,,1539.764,39.47,54.63,1.2875,4,27,27
BFHC158,9/14/17 2:05 AM,282,21154350,15,426,44.9302765,58.10939341,57.83,45.24797557,,1535.81,29.29,51.26,1.02969,4,26,26
BFHA983,9/14/17 2:01 AM,282,21016350,H17031800162,425,,,,,,1531.12,27.89,54.26,28.50234,4,25,25
BFH8290,9/13/17 9:51 PM,282,21137350,H17031800154,431,52.72785847,60.56178593,72.81760538,49.26209134,19.89340423,1559.798,29.43,53.6,1.24844,4,31,31
BFH5849,9/13/17 9:49 PM,282,21226350,H17031800178,429,51.68892478,61.51037287,74.5206244,49.27196438,25.2065696,1559.794,28.53,44.98,1.13516,4,29,29
BFHA019,9/13/17 9:48 PM,282,2159935,DQ0G1495,227,52.55007034,57.3069308,72.5,45.41375536,21.76528039,1531.896,30.14,54.55,0.58633,2,27,27
BFH6964,9/13/17 9:46 PM,282,21227350,H17031800148,428,52.72785847,58.90541262,72.55692317,47.92360282,24.34508759,1559.795,38.64,53.13,1.07266,4,28,28
BFH9923,9/13/17 9:44 PM,282,21169350,DQ0H0464,427,52.55007034,56.75135734,73.33,45.24225736,20.67693085,1554.133,38.38,55.39,0.88125,4,27,27
BFH6606,9/13/17 9:41 PM,282,21207350,DQ0H0515,515,53.74217982,56.88502614,75.74026451,42.73688856,15.12258313,1549.312,37.44,54.83,0.78555,5,15,15
BFH8264,9/13/17 9:40 PM,282,21560350,DQ0H0771,514,52.71007034,58.17508354,73.33,45.08325705,18.49897606,1559.792,12.41,46.56,0.74649,5,14,14
BFH5855,9/13/17 9:38 PM,282,21226350,H17031800101,512,53.06597234,59.59909033,68.78217959,49.26209134,16.80354352,1559.785,31.98,51.3,0.68008,5,12,12
BFH4261,9/13/17 9:36 PM,282,21257350,DQ0H1701,509,52.72785847,58.35944514,73.67,44.5827474,21.49786996,1559.785,32.63,51.99,0.84804,5,9,09
BFHA974,9/13/17 9:29 PM,282,21009350,DQ0H1241,215,,,,,,,,,,2,15,15
BFH6700,9/13/17 9:13 PM,282,21250350,H17031800171,508,52.20583154,62.63652895,75.3506244,50.27900408,27.57444233,1536.618,12.61,42.98,0.84219,5,8,08
BFH9967,9/13/17 9:07 PM,282,21026350,DQ0H1226,232,53.23597234,58.16211162,75.21252913,44.58225736,,1531.13,19.34,49.86,0.58046,2,32,32
BFEG919,9/13/17 7:46 PM,282,21222350,DQ0H0542,507,53.23391926,55.35362561,76.5206244,43.07803871,16.71208711,1561.417,38.63,56.07,0.7875,5,7,07
BFH4785,9/13/17 7:05 PM,282,21273350,H17031800072,506,52.55007034,64.87656254,68.61020889,55.88076508,16.25725244,1539.774,28.7,57.96,0.89687,5,6,06
BFH6529,9/13/17 6:53 PM,282,21361350,H17031800193,531,52.72548578,61.10939341,70.92627577,49.43330031,20.97761538,1549.315,33.62,55.05,0.72305,5,31,31
BFH8336,9/13/17 6:46 PM,282,21193350,H17031800130,530,52.55007034,58.39006933,72.90314654,49.26330031,23.37168353,1558.979,34.68,53.96,0.83242,5,30,30
BFHA287,9/13/17 6:21 PM,282,21560350,H17031800018,525,52.89548578,60.41435174,70.21284268,50.10196438,19.15755705,1558.983,29.39,53.92,0.85,5,25,25
BFH9138,9/13/17 6:10 PM,282,21380350,H17031800131,523,53.05548578,61.43788901,66.45757491,51.62301913,15.42315704,1556.551,39.36,55.91,0.94961,5,23,23
BFHA075,9/13/17 2:26 PM,282,2159935,H17031800028,214,52.55007034,57.81888265,70.75627577,51.46178312,19.99698305,1531.91,19.64,51.21,0.81289,2,14,14
BFHA009,9/13/17 2:25 PM,282,2159935,H17031800121,213,52.37259433,62.35037287,72.47241737,52.29669833,23.01011985,1531.907,37.42,52.38,0.70547,2,13,13
BFHA068,9/13/17 2:23 PM,282,2159935,H17031800057,212,50.47872661,59.35996305,73.23026451,49.78723251,21.43660083,1531.901,36.47,50.64,0.46133,2,12,12
BFH6629,9/13/17 2:21 PM,282,L21006350,DQ0H0525,210,53.22548578,58.33211162,75.57026451,44.91225736,23.53046748,1536.62,35.8,50.18,0.58437,2,10,10
BFH7004,9/13/17 2:20 PM,282,21070350,DQ0H0470,208,52.01629374,55.03657225,72.33,44.24375536,16.80042082,1559.788,23.49,53.3,0.75235,2,8,08
BFH6549,9/13/17 2:18 PM,282,21361350,H17031800074,316,52.88785847,60.68685762,72.24883677,48.58748894,21.25155905,1549.312,27.29,52.31,0.51211,3,16,16
BFH5782,9/13/17 2:16 PM,282,21252350,DQ0H1238,315,52.88007034,58.67508354,73.5,44.74178619,16.47025629,1559.788,34.39,52.06,0.55508,3,15,15
BFGJ425,9/13/17 2:15 PM,282,21104350,H17031800160,314,52.88785847,64.4779357,67.58435174,53.47508151,15.36265693,1558.174,30.68,52.76,1.1039,3,14,14
BFHA209,9/13/17 2:11 PM,282,21489350,DQ0G0961,312,52.89548578,58.00211162,73.5,44.0705029,18.83501781,1558.981,30.68,53.34,0.54922,3,12,12
BFH8343,9/13/17 2:10 PM,282,20947450,H17031800017,411,53.07391926,56.04451918,70.33734554,47.42022064,18.10110333,1558.975,41.95,55.01,0.6293,4,11,11
BFHA155,9/13/17 2:08 PM,282,21255350,H17031800075,311,52.88785847,61.49135149,71.20389757,49.7673811,18.47324859,1561.423,33.02,51.21,0.9418,3,11,11
BFH4222,9/13/17 2:05 PM,282,21255350,DQ0H1566,232,53.05785847,57.9913179,73,44.24135932,16.87421843,1560.602,38.41,53.41,0.86562,2,32,32
BFH4728,9/13/17 2:03 PM,282,21429350,H17031800184,231,52.55007034,60.03882409,74.33,47.92182101,24.032492,1554.129,36.58,54.53,1.16836,2,31,31
BFHA022,9/13/17 2:02 PM,282,2159935,DQ0H1567,230,52.53259433,57.4769308,75.36558855,45.91732408,21.89378198,1531.901,33.85,53.95,0.6332,2,30,30
BFHA076,9/13/17 2:00 PM,282,2159935,H17031800079,229,53.22785847,54.9995247,73.06181461,45.58430538,20.76112904,1531.901,28.67,51.66,0.48672,2,29,29
BFH4734,9/13/17 1:58 PM,282,21429350,H17031800097,228,53.05785847,60.89040678,72.82088539,49.26085504,22.99636058,1554.13,35.81,54,0.92226,2,28,28
BFHA031,9/13/17 1:57 PM,282,2159935,H17031800092,226,52.89548578,58.35944514,71.31482598,50.44196438,20.23759774,1531.905,36.17,54.82,0.74453,2,26,26
BFH9893,9/13/17 1:55 PM,282,21169350,DQ0H0655,422,52.55785847,59.43909033,67.43939341,50.94539963,18.22854618,1554.134,31.96,50.74,1.09023,4,22,22
BFH2227,9/13/17 1:52 PM,282,L20670450,H17031800045,224,53.23391926,61.03882409,69.01824352,49.43209134,17.01190155,1558.981,26.04,51.78,0.49257,2,24,24
BFH7002,9/13/17 1:50 PM,282,21070350,DQ0H2129,223,53.05785847,57.09169993,76.03558855,44.0705029,21.44942752,1559.789,33.81,52.78,0.65664,2,23,23
BFH4200,9/13/17 1:49 PM,282,21255350,H17031800112,222,53.22548578,61.06178593,69.28217959,51.11900408,15.78125083,1560.617,18.37,50.43,0.71524,2,22,22
BFH4244,9/13/17 1:47 PM,282,21257350,H17031800016,221,52.53583154,60.77939341,75.38252913,49.6104394,22.15598935,1559.782,35.14,53.91,0.65078,2,21,21
BFH8803,9/13/17 1:45 PM,282,21014350,DQ0G0908,215,52.02892478,59.15583867,73.67,46.25022064,27.53645529,1531.91,37.15,52.72,0.67227,2,15,15
BFHA262,9/13/17 1:44 PM,282,21560350,H17031800091,511,52.38302569,60.77939341,72.73314654,49.60034596,23.33715419,1558.984,35.59,51.98,0.88711,5,11,11
BFH2357,9/13/17 1:42 PM,282,21560350,DQ0H2131,332,52.87739146,58.33211162,75.88252913,44.24092271,23.76925303,1558.174,31.55,51.83,0.56875,3,32,32
BFH2216,9/13/17 1:41 PM,282,21154350,H17031800122,328,52.18892478,57.4913179,67.06178593,54.32833126,16.19016242,1536.614,28.41,52.61,1.18203,3,28,28
BFH8318,9/13/17 1:37 PM,282,21194350,DQ0G1052,325,52.71007034,57.97888265,74,44.57178619,23.04452927,1558.978,35.19,52.42,0.78359,3,25,25
BFHA293,9/13/17 1:36 PM,282,21560350,H17031800116,324,52.88785847,60.32583867,70.3399599,50.09888005,17.77933528,1558.974,33.5,53.87,0.78164,3,24,24
BFH6958,9/13/17 1:34 PM,282,21227350,H17031800087,322,53.05785847,64.48096572,66.82583867,55.88689365,19.13525506,1559.794,28.53,53.6,0.78945,3,22,22
BFH9142,9/13/17 1:32 PM,282,21380350,H17031800077,321,52.88785847,52.27230325,69.71803419,47.09022064,18.15518144,1556.559,32.72,54.12,0.87735,3,21,21
BFH5210,9/13/17 1:11 PM,282,21105350,H17031800162,413,,,,,,,,,0.9086,4,13,13
BFH2661,9/13/17 1:08 PM,282,21454350,15,412,,,,,,,,,0.63516,4,12,12
BFH5234,9/13/17 1:06 PM,282,20639450,32,307,53.05785847,57.44248159,73.83,45.57375536,19.48116375,1558.976,33.44,53.03,0.82071,3,7,07
BFH2217,9/13/17 12:48 PM,282,21154350,H17031800144,306,52.53259433,64.32096572,69.38803419,55.88076508,15.52906157,1536.611,31.15,53.9,0.89297,3,6,06
BFH5677,9/13/17 12:44 PM,282,21560350,50,432,,,,,,,,,1.05313,4,32,32
BFH8725,9/13/17 11:29 AM,282,21290350,DQ0H1683,513,,,,,,,,,0.92617,5,13,13
BFH5368,9/13/17 11:13 AM,282,21255350,DQ0H1269,510,,,,,,,,,0.76797,5,10,10
BFH7670,9/13/17 10:09 AM,282,20512450,H17031800104,527,52.38785847,55.02845838,67.47241737,48.09748894,,1554.127,0.26,0.02,0.75429,5,27,27
BFH5333,9/13/17 10:06 AM,282,21255350,DQ0H0453,526,,,,,,,,,7.43984,5,26,26
BFH8707,9/13/17 9:39 AM,282,21290350,11,521,,,,,,,,,0.94961,5,21,21
BFHA069,9/13/17 9:06 AM,282,2159935,28,122,,,,,,,,,,1,22,22
BFH7500,9/13/17 6:52 AM,282,21596350,DQ0H0771,115,51.34016517,60.78217959,73.33,47.75643049,31.28444875,1534.248,32.91,51.98,0.64102,1,15,15
BFHA025,9/13/17 6:50 AM,282,2159935,2,114,52.87739146,59.25240943,70.76066712,50.77711268,19.29066517,1531.899,29.78,55.45,0.63516,1,14,14
BFH8856,9/13/17 6:48 AM,282,21341350,H17031800105,113,51.84629374,60.2940149,72.5,50.62301913,27.75505778,1534.248,37.22,52.2,0.71328,1,13,13
