Batch,Chip,Date,SN
12932260,SF055,2017-03-16 04:59:00,BFC3441
12932260,WF089,2017-03-15 22:16:00,BFC3440
12932260,WF058,2017-03-15 22:07:00,BFC3436
12932260,HH091,2017-03-15 22:05:00,BFC3435
12932260,HH082,2017-03-15 22:13:00,BFC3430
12932260,HF072,2017-03-16 04:52:00,BFC3423
9704260,JJ125,2017-07-19 16:24:00,BFC3404
10196250,DL214,2017-03-16 05:10:00,BFC2719
10196250,DJ171,2017-03-16 00:14:00,BFC2714
12932260,VF056,2017-03-16 04:54:00,BFC2708
12932260,VF100,2017-03-15 23:56:00,BFC2706
12419260,YF143,2017-03-16 00:20:00,BFC2701
12451260,SH098,2017-03-16 05:03:00,BFC2675
12451260,TH113,2017-03-16 04:29:00,BFC2671
12451260,LF178,2017-03-16 04:35:00,BFC2667
12451260,LF079,2017-03-26 23:02:00,BFC2664
12451260,MH081,2017-08-10 13:14:00,BFC2663
12451260,UH066,2017-03-16 05:42:00,BFC2661
12451260,HJ077,2017-08-01 09:51:00,BFC2654
12451260,SH101,2017-03-16 00:07:00,BFC2646
12349320,JK082,2017-03-15 23:06:00,BFC2627
12248320,EH075,2017-07-26 02:53:00,BFC2608
12248320,CH076,2017-04-20 22:09:00,BFC2607
12248320,CH063,2017-03-16 05:20:00,BFC2606
12338330,XF089,2017-03-16 05:22:00,BFC2591
12598380,NF182,2017-08-02 14:27:00,BFC2590
11384380,SF128,2017-03-16 01:46:00,BFC2579
10495350,FN081,2017-04-21 01:08:00,BFC2575
10648380,FJ181,2017-03-15 22:29:00,BFC2568
8566380,CN151,2017-03-16 05:31:00,BFC2562
9852380,EJ119,2017-03-15 22:57:00,BFC2561
10641380,EJ131,2017-04-20 23:22:00,BFC2558
12776380,EJ068,2017-03-16 05:18:00,BFC2551
10396210,EJ162,2017-03-16 03:22:00,BFC2540
7247210,DK194,2017-03-16 04:44:00,BFC2533
12850230,YH091,2017-03-15 22:52:00,BFC2505
11401230,WF147,2017-07-18 23:03:00,BFC2500
11902230,MF075,2017-03-16 05:49:00,BFC2468
7818210,CH134,2017-03-16 04:50:00,BFC2462
10308210,HJ168,2017-03-16 03:31:00,BFC2458
8706210,EK128,2017-03-16 04:05:00,BFC2457
7712210,DC131,2017-03-16 03:33:00,BFC2432
8909210,CO160,2017-03-15 23:23:00,BFC2421
8909210,CO189,2017-03-16 04:48:00,BFC2417
8909210,CO175,2017-03-15 23:16:00,BFC2416
8522210,EF204,2017-03-16 03:48:00,BFC2404
7236210,FE112,2017-04-21 02:10:00,BFC2385
8373300,EP171,2017-03-16 05:13:00,BFC2185
8462300,DM202,2017-03-16 05:08:00,BFC2173
8462300,DM203,2017-04-20 21:28:00,BFC2172
8462300,DM217,2017-03-15 22:22:00,BFC2171
11229210,CD204,2017-03-16 04:02:00,BFC2053
11230210,DB200,2017-03-16 04:46:00,BFC2049
11230210,DB199,2017-03-16 04:13:00,BFC2045
11230210,CO176,2017-03-15 23:18:00,BFC2042
12814210,YE109,2017-03-15 23:09:00,BFC2017
12814210,JH057,2017-04-21 02:12:00,BFC2007
9168210,DI172,2017-03-15 23:18:00,BFC2002
12200220,VE161,2017-03-15 23:30:00,BFC1991
12200220,VE162,2017-03-15 23:09:00,BFC1990
11373210,DP107,2017-03-15 23:13:00,BFC1962
12247260,NE096,2017-09-26 02:45:00,BFC1830
12084510,JH085,2017-03-16 05:30:00,BFC1260
12084510,JH075,2017-03-16 03:11:00,BFC1257
12084510,WF077,2017-04-12 14:50:00,BFC1252
12084510,CH078,2017-03-16 03:00:00,BFC1242
11997510,NK131,2017-03-15 22:31:00,BFC1221
11373210,FG140,2017-03-15 23:24:00,BFC1192
11373210,FH142,2017-03-15 23:11:00,BFC1187
9033210,DP131,2017-03-15 23:07:00,BFC1143
11230210,DB190,2017-03-16 03:45:00,BFC1088
11228210,EC206,2017-03-15 23:20:00,BFC1045
11362210,FK165,2017-03-15 23:31:00,BFC1027
12224220,LE113,2017-04-20 23:12:00,BFC0283
12464330,CF096,2017-03-15 22:55:00,BFB4672
12871220,HH156,2017-03-15 21:27:00,BFB3723
10308210,EJ167,2017-03-15 23:27:00,BFB3691
9298530,VF099,2017-03-15 21:35:00,BFB3612
5904540,FI207,2017-03-15 22:33:00,BFB3587
12083510,YF162,2017-03-15 21:45:00,BFB3524
11250510,GG171,2017-04-24 04:12:00,BFB3508
12051510,UJ073,2017-03-16 05:33:00,BFB3474
6108280,DB179,2017-03-16 00:00:00,BFB2758
8373300,EP186,2017-03-15 22:27:00,BFB2711
7164210,FF166,2017-03-16 01:01:00,BFB2623
12697210,CK128,2017-03-15 22:46:00,BFB2502
8666510,GG140,2017-03-16 00:41:00,BFB1915
12192200,HF132,2017-03-15 19:38:00,CFBB172
8931290,DB169,2017-03-15 15:59:00,CFBA896
11363230,FJ179,2017-03-15 15:44:00,CFBA502
12589200,VJ138,2017-03-15 19:01:00,CFBA423
12142200,XH114,2017-03-15 19:20:00,CFBA293
12645210,NJ088,2017-03-15 15:42:00,CFB9611
12919240,MJ089,2017-03-15 14:58:00,CFB8945
12227200,KJ136,2017-04-20 19:14:00,CFB8601
12502200,KJ073,2017-03-15 15:02:00,CFB8577
12783240,YJ126,2017-03-15 19:34:00,CFB7361
12702200,KK105,2017-03-15 19:49:00,CFB6611
11373200,EO156,2017-03-15 16:54:00,CFB4313
11932200,MH172,2017-03-15 17:18:00,CFB4309
11901200,JH087,2017-03-15 17:13:00,CFB3286
12662200,UF174,2017-03-15 17:10:00,CFB1734
12624200,VF182,2017-03-15 15:11:00,CFB0182
12130200,SF173,2017-03-15 16:59:00,CFAB773
8144580,EL190,2017-03-15 15:19:00,CDL0954
12419250,MJ078,2017-03-15 18:47:00,BFC2730
12259250,SE057,2017-07-16 00:04:00,BFC2709
12932260,VF080,2017-03-15 19:18:00,BFC2703
12451260,SH104,2017-03-15 19:07:00,BFC2656
12451260,MH100,2017-03-15 17:31:00,BFC2652
12451260,MH095,2017-03-15 19:16:00,BFC2651
12248320,CH070,2017-03-15 18:05:00,BFC2605
7236210,FE101,2017-03-15 15:31:00,BFC2543
10309210,UJ140,2017-03-15 15:47:00,BFC2508
11401230,VF144,2017-03-15 18:44:00,BFC2502
8869210,FC171,2017-03-15 19:47:00,BFC2483
7246210,EI157,2017-03-15 17:46:00,BFC2425
8909210,CO157,2017-03-15 19:26:00,BFC2418
10296210,MH141,2017-03-15 18:59:00,BFC2366
10308210,EJ154,2017-04-20 22:11:00,BFC2365
10308210,KJ130,2017-03-15 18:40:00,BFC2363
10308210,HJ140,2017-03-15 15:57:00,BFC2362
10308210,EJ142,2017-03-15 15:29:00,BFC2361
10308210,EJ143,2017-03-15 17:50:00,BFC2360
7162210,FH172,2017-03-15 15:59:00,BFC2353
7162210,FN154,2017-03-15 17:29:00,BFC2351
6105280,GB203,2017-03-15 17:56:00,BFC2188
6114280,DC189,2017-07-26 03:34:00,BFC2181
8462300,EF219,2017-03-15 18:36:00,BFC2177
8462300,DN220,2017-03-15 15:04:00,BFC2161
12715280,WF116,2017-03-15 15:38:00,BFC2148
12715280,WF103,2017-03-15 17:33:00,BFC2147
12715280,EH089,2017-03-15 15:33:00,BFC2145
12715280,WF068,2017-03-15 15:38:00,BFC2138
12715280,EH108,2017-03-15 18:49:00,BFC2137
12449280,YH095,2017-03-15 15:52:00,BFC2134
10445210,EP195,2017-03-15 17:24:00,BFC2058
11229210,CD208,2017-03-15 16:02:00,BFC2052
11230210,DD222,2017-04-09 20:59:00,BFC2051
12814210,HF094,2017-03-15 19:43:00,BFC2020
12814210,JH068,2017-08-01 09:45:00,BFC2018
12814210,YE076,2017-03-15 19:22:00,BFC2014
12814210,EF085,2017-03-15 18:38:00,BFC2005
9168210,DI180,2017-03-15 17:56:00,BFC2004
9168210,DI177,2017-03-15 18:42:00,BFC2003
10196250,DK206,2017-03-15 16:12:00,BFC1948
10012260,VH098,2017-03-15 16:07:00,BFC1932
10057260,MH131,2017-03-15 14:57:00,BFC1927
10045260,NH135,2017-09-25 18:51:00,BFC1916
10045260,NH157,2017-10-09 19:44:00,BFC1915
11537260,EP120,2017-03-15 17:41:00,BFC1906
12932260,VF095,2017-03-15 14:56:00,BFC1896
12369260,MH089,2017-03-15 19:04:00,BFC1894
12243261,FH083,2017-03-15 15:08:00,BFC1892
10008260,JJ116,2017-03-15 17:21:00,BFC1891
12367260,LH174,2017-03-15 16:06:00,BFC1863
12419260,YF162,2017-04-10 19:50:00,BFC1838
12247260,UF096,2017-03-15 15:06:00,BFC1832
8559350,CN167,2017-03-15 17:55:00,BFC1818
8559350,CL153,2017-03-15 19:24:00,BFC1813
9985350,YE139,2017-03-15 17:58:00,BFC1812
12557350,KH109,2017-03-15 17:27:00,BFC1796
12058510,KK111,2017-03-15 15:00:00,BFC1204
11373210,FG145,2017-03-15 18:51:00,BFC1195
10398210,DJ151,2017-03-15 18:55:00,BFC1174
10493210,CO234,2017-03-15 18:53:00,BFC1159
11230210,DC205,2017-03-15 15:39:00,BFC1081
11229210,DJ208,2017-03-15 16:05:00,BFC1065
12624210,NF168,2017-03-15 18:57:00,BFC1004
12871220,HH165,2017-03-15 19:40:00,BFC0320
12871220,FH128,2017-03-15 17:13:00,BFC0319
9169210,EF127,2017-03-15 21:11:00,BFC0224
7790220,CP082,2017-03-15 19:51:00,BFC0162
7236210,EM145,2017-04-20 19:31:00,BFB4725
7833220,CK145,2017-03-15 21:24:00,BFB3701
8893220,DP197,2017-03-15 17:03:00,BFB3676
11809500,FJ159,2017-03-15 14:54:00,BFB3519
12051510,TH056,2017-03-15 14:55:00,BFB3487
12051510,LJ072,2017-03-15 15:30:00,BFB3467
9181210,CM146,2017-03-15 21:18:00,BFB2543
7245210,DI181,2017-03-15 19:29:00,BFB2534
11696510,TE137,2017-03-15 17:20:00,BFB1974
5850510,DM128,2017-03-15 16:56:00,BFB1954
11995510,HF187,2017-04-20 22:54:00,BFB1831
6490510,FC183,2017-03-15 17:26:00,BFB1809
9995290,CF158,2017-03-15 15:37:00,BFB0812
12852240,XE152,2017-03-15 15:00:00,BFB0441
12497200,TJ101,2017-03-15 14:26:00,CFBB186
11694510,XJ086,2017-03-15 14:03:00,CFBA959
8931290,DP125,2017-03-15 13:48:00,CFBA895
12256200,MH072,2017-03-15 13:18:00,CFBA322
7521280,EM191,2017-03-15 13:56:00,CFB9766
7957280,GC132,2017-03-15 13:41:00,CFB9750
12645210,SJ097,2017-03-15 13:36:00,CFB9609
12645210,SJ063,2017-03-15 13:34:00,CFB9589
9402290,XJ078,2017-03-15 14:11:00,CFB8985
7238210,FC114,2017-03-15 13:22:00,CFB8747
11971470,KJ178,2017-03-15 13:51:00,CFB8718
11091200,EE102,2017-03-15 13:22:00,CFB7982
12863240,EK101,2017-03-15 13:27:00,CFB7375
12805240,MH073,2017-03-15 13:34:00,CFB7329
11931200,YH131,2017-03-15 13:02:00,CFB7266
7669190,FE150,2017-03-15 14:42:00,CFB7243
10906200,DG178,2017-03-15 13:07:00,CFB6531
11216200,EC179,2017-03-15 14:29:00,CFB5708
12749200,HH083,2017-03-15 12:57:00,CFB5687
10113230,SH067,2017-03-15 13:36:00,CFB4126
7452210,FN183,2017-03-15 13:20:00,CFB3406
12774240,TF152,2017-03-15 12:41:00,CFB2752
9270300,FF074,2017-03-15 14:44:00,CFAF912
10371260,HF181,2017-03-15 13:16:00,CFAE453
11801530,YF075,2017-07-25 22:34:00,CFA6709
6259280,DJ187,2017-03-15 13:39:00,CEL5974
12451260,SH100,2017-03-15 12:27:00,BFC2649
7248210,EF175,2017-04-20 22:06:00,BFC2548
8462300,DP220,2017-03-15 13:12:00,BFC2158
12814210,FF085,2017-03-15 11:21:00,BFC2022
11902220,SF087,2017-03-15 11:15:00,BFC1999
11902220,SF091,2017-03-15 11:09:00,BFC1998
11902220,XE112,2017-03-15 11:11:00,BFC1994
10196250,DK175,2017-03-15 13:18:00,BFC1952
10196250,DK204,2017-03-15 12:53:00,BFC1947
12033260,TF108,2017-09-12 18:07:00,BFC1941
12033260,KF097,2017-03-15 12:39:00,BFC1939
10012260,EK114,2017-03-15 12:21:00,BFC1935
10057260,MH146,2017-07-21 23:54:00,BFC1929
10045260,XH156,2017-03-15 14:28:00,BFC1913
11537260,EP109,2017-03-15 11:28:00,BFC1905
12932260,VF055,2017-03-15 13:20:00,BFC1897
12932260,KF055,2017-03-15 12:45:00,BFC1895
12243261,FH087,2017-03-15 12:45:00,BFC1893
9705260,FH147,2017-03-15 11:34:00,BFC1884
12367260,CH127,2017-03-15 12:42:00,BFC1846
12451260,UH091,2017-03-15 12:30:00,BFC1843
12419260,YF150,2017-07-19 14:39:00,BFC1836
12247260,NE108,2017-03-15 12:48:00,BFC1829
10298260,LF152,2017-03-15 12:27:00,BFC1826
10455250,KF093,2017-03-15 14:13:00,BFC1825
12957260,VH063,2017-03-15 12:59:00,BFC1824
12713350,TH113,2017-03-15 12:54:00,BFC1809
12709350,LH129,2017-03-15 14:37:00,BFC1804
12716350,VH104,2017-03-15 13:04:00,BFC1803
12787350,YH144,2017-03-15 14:52:00,BFC1800
11161350,UF102,2017-03-15 14:38:00,BFC1797
12557350,KH105,2017-03-15 14:19:00,BFC1795
12804350,HJ180,2017-03-15 13:52:00,BFC1792
12804350,HJ178,2017-03-15 13:09:00,BFC1791
6491510,FF203,2017-04-11 17:55:00,BFC1268
12087510,XF084,2017-03-15 14:16:00,BFC1266
12084510,EH115,2017-03-15 14:08:00,BFC1228
12058510,XJ073,2017-03-15 14:50:00,BFC1203
8708210,FI120,2017-03-15 14:40:00,BFC1149
11466210,EJ153,2017-03-15 11:07:00,BFC1148
12662210,VE069,2017-03-15 12:56:00,BFC1123
12705210,WE154,2017-03-15 11:35:00,BFC1114
12705210,YE135,2017-03-15 14:17:00,BFC1110
12636210,JH069,2017-03-15 11:37:00,BFC1106
12814210,HH079,2017-04-20 19:15:00,BFC1103
11232210,FK184,2017-03-15 13:02:00,BFC1093
11229210,DJ203,2017-03-15 12:21:00,BFC1057
11229210,CD206,2017-03-15 12:35:00,BFC1052
11229210,CD207,2017-03-15 12:30:00,BFC1051
12580210,FK158,2017-03-15 11:18:00,BFC1008
12259220,LH096,2017-03-15 14:46:00,BFC0298
12224220,LE087,2017-03-15 14:35:00,BFC0284
11522210,CO148,2017-03-15 12:24:00,BFC0258
8522210,DK185,2017-03-15 14:36:00,BFC0246
10396210,FF156,2017-03-15 14:33:00,BFC0216
12257220,HF077,2017-03-15 11:25:00,BFC0140
5209220,FE086,2017-03-15 14:23:00,BFC0126
12719280,UF107,2017-03-15 13:32:00,BFB4698
12871220,KH132,2017-03-15 14:40:00,BFB3740
10493210,CO175,2017-03-15 11:05:00,BFB3716
8300540,FC204,2017-03-15 14:12:00,BFB3642
8352530,CO132,2017-03-15 14:53:00,BFB3641
11999510,FK160,2017-03-15 13:38:00,BFB3576
12051510,TH064,2017-03-15 14:07:00,BFB3492
12059510,JJ076,2017-03-15 14:22:00,BFB1912
6490510,EI180,2017-03-15 14:01:00,BFB1870
12091510,VF109,2017-03-15 14:06:00,BFB1847
12089510,YF074,2017-08-02 07:10:00,BFB1814
12273510,WJ072,2017-03-15 14:48:00,BFB1789
7813220,CK131,2017-03-15 11:13:00,BFB1100
9995290,LF159,2017-03-15 13:55:00,BFB0820
9404290,TJ063,2017-03-15 13:58:00,BFB0795
12862240,XJ121,2017-07-26 23:52:00,BFB0459
12852240,LH158,2017-03-15 13:25:00,BFB0443
7972220,CO162,2017-03-14 18:52:00,CFBB036
10846220,FH086,2017-07-29 03:11:00,CFBB011
8908210,CP160,2017-03-14 11:26:00,CFBA594
10133230,LF155,2017-03-14 13:16:00,CFBA531
11802230,NJ072,2017-03-15 09:36:00,CFBA447
12256200,LH102,2017-03-15 09:23:00,CFBA305
9402290,XJ085,2017-03-14 11:31:00,CFB8982
10141210,CI145,2017-03-15 09:29:00,CFB8738
11712470,WJ118,2017-04-21 01:49:00,CFB8716
12287470,NF071,2017-03-14 13:05:00,CFB8693
11092200,FF138,2017-03-14 12:12:00,CFB8654
12819200,WF060,2017-03-14 14:02:00,CFB8020
10914200,EB157,2017-03-14 13:21:00,CFB7965
7047190,DH152,2017-03-15 09:40:00,CFB7236
12578210,NJ166,2017-08-01 09:38:00,CFB6617
7163210,FG161,2017-03-15 10:47:00,CFB5856
7163210,FJ167,2017-03-15 10:35:00,CFB5850
12622200,VH134,2017-03-14 13:26:00,CFB5656
12490200,EJ110,2017-03-15 09:31:00,CFB2567
12700200,TJ085,2017-07-25 02:18:00,CFB1817
11742200,TJ151,2017-03-14 14:00:00,CFAB139
11415330,DB199,2017-03-15 09:43:00,CEJB755
11401230,UH054,2017-03-15 09:20:00,BFC2498
12863210,TJ139,2017-03-15 09:15:00,BFC2497
8462300,EF197,2017-03-15 09:38:00,BFC2160
8462300,DP219,2017-03-14 18:43:00,BFC2159
10340210,EF172,2017-03-15 09:13:00,BFC2057
10438210,DL197,2017-03-15 09:17:00,BFC2056
11230210,DD208,2017-03-15 09:43:00,BFC2041
11230210,DD223,2017-03-14 13:10:00,BFC2036
12814210,FF109,2017-03-14 12:10:00,BFC2023
12814210,CF113,2017-03-15 10:37:00,BFC2011
12814210,JH062,2017-04-21 02:43:00,BFC2006
11232210,EH201,2017-03-14 12:26:00,BFC1974
10045260,NH151,2017-07-22 00:57:00,BFC1917
9705260,SH151,2017-03-15 09:06:00,BFC1890
9705260,FH150,2017-03-14 18:42:00,BFC1889
9705260,TJ127,2017-03-14 12:08:00,BFC1888
9558250,GC177,2017-03-14 18:37:00,BFC1880
11128260,DO110,2017-03-14 13:18:00,BFC1876
12367260,SH113,2017-03-14 13:28:00,BFC1845
12451260,MH057,2017-09-12 17:53:00,BFC1820
12711350,SH101,2017-03-14 18:50:00,BFC1807
12711350,YH115,2017-03-14 18:45:00,BFC1806
12881350,JJ173,2017-03-14 18:58:00,BFC1802
12084510,CH083,2017-03-15 09:41:00,BFC1243
12641290,FH217,2017-03-14 18:58:00,BFC1157
8708210,FI122,2017-03-15 09:01:00,BFC1151
12373210,VF084,2017-03-15 09:48:00,BFC1140
12373210,KH076,2017-04-21 02:13:00,BFC1139
12655210,HK154,2017-03-14 18:48:00,BFC1136
12705210,YE161,2017-03-15 10:59:00,BFC1109
11230210,DB189,2017-03-15 10:29:00,BFC1082
11230210,DC206,2017-03-14 11:30:00,BFC1080
11230210,DC187,2017-03-15 10:37:00,BFC1079
11229210,DJ211,2017-03-14 18:56:00,BFC1064
11229210,DJ193,2017-03-14 13:14:00,BFC1059
11229210,EM203,2017-03-14 12:45:00,BFC1058
11228210,EC205,2017-03-14 12:28:00,BFC1046
12793210,EH101,2017-03-15 11:02:00,BFC1019
12793210,EH110,2017-03-15 10:45:00,BFC1018
12637210,UH057,2017-03-14 14:06:00,BFC1009
12580210,FK137,2017-03-15 10:42:00,BFC1007
12580210,HK155,2017-03-14 12:24:00,BFC1006
6978220,DK192,2017-09-08 09:58:00,BFC0311
12874220,XH130,2017-03-14 18:46:00,BFC0305
7788220,DG087,2017-03-14 12:55:00,BFC0290
11264210,EJ085,2017-03-15 10:46:00,BFC0270
7248210,DP189,2017-03-14 18:35:00,BFC0266
11522210,CO153,2017-03-15 10:29:00,BFC0261
9169210,EF149,2017-03-14 11:28:00,BFC0225
8869210,FK167,2017-03-14 14:11:00,BFC0221
7164210,GJ132,2017-03-15 09:11:00,BFC0213
11263210,FC120,2017-03-14 18:50:00,BFC0207
11263210,EH103,2017-03-14 11:33:00,BFC0206
9176210,DO191,2017-03-14 18:48:00,BFC0186
12380220,XH147,2017-03-15 09:04:00,BFC0147
12257220,WE073,2017-03-15 10:57:00,BFC0138
8741210,DI182,2017-04-08 11:16:00,BFC0136
12871220,TH126,2017-03-15 09:51:00,BFB3734
10401210,EN159,2017-03-15 10:52:00,BFB3713
10143530,JK105,2017-03-14 18:52:00,BFB3586
12091510,VF101,2017-04-20 23:27:00,BFB3545
12051510,NH056,2017-03-14 12:39:00,BFB3461
7162210,FH168,2017-03-15 10:51:00,BFB2622
9181210,CM147,2017-03-15 10:44:00,BFB2542
7245210,EB172,2017-03-15 10:49:00,BFB2530
5664510,DG134,2017-04-20 21:38:00,BFB1874
11994510,XE178,2017-04-21 02:16:00,BFB1750
8438300,EG100,2017-03-15 09:39:00,BFB1708
11226210,DH204,2017-03-15 10:40:00,BFB1034
7236210,EM138,2017-03-15 10:42:00,BFB1000
8390290,CJ148,2017-03-14 19:01:00,BFB0857
8575290,CP099,2017-03-14 12:31:00,BFB0846
9995290,LF162,2017-03-15 09:33:00,BFB0816
9995290,XE136,2017-03-15 09:34:00,BFB0811
12852240,TH126,2017-03-14 12:41:00,BFB0425
9181210,CL143,2017-03-14 12:48:00,BFB0356
11361210,LH073,2017-03-15 09:50:00,BFB0322
7103190,DO178,2017-03-15 09:26:00,BFB0177
12384200,HH082,2017-03-14 10:03:00,CFBB109
8892220,DD203,2017-03-13 18:52:00,CFBB081
10026290,SH096,2017-03-14 04:05:00,CFBA934
12412200,XJ106,2017-03-13 17:00:00,CFB9536
9273290,SF062,2017-03-14 10:11:00,CFB8998
8521210,EN197,2017-03-14 04:44:00,CFB8785
7238210,FC130,2017-03-13 18:12:00,CFB8743
12594210,EK110,2017-03-14 03:28:00,CFB8122
10892200,EF101,2017-03-14 03:56:00,CFB7999
10665210,UH147,2017-03-13 17:28:00,CFB5772
12702200,LH132,2017-04-20 19:12:00,CFB5665
11218210,DP183,2017-03-14 03:42:00,CFB4798
12814210,FF095,2017-03-14 11:13:00,BFC2021
10196250,DL205,2017-03-13 19:03:00,BFC1958
10196250,DK180,2017-03-13 18:55:00,BFC1956
10196250,DK176,2017-03-13 18:29:00,BFC1953
10196250,DK183,2017-03-14 04:15:00,BFC1950
10196250,CO192,2017-03-13 18:41:00,BFC1946
12033260,TF113,2017-03-13 18:49:00,BFC1940
12033260,HH091,2017-03-13 18:51:00,BFC1936
10012260,VH094,2017-03-13 16:28:00,BFC1933
10057260,MH152,2017-08-01 09:26:00,BFC1928
10190260,JJ149,2017-03-13 18:21:00,BFC1924
10030260,LJ113,2017-03-14 04:18:00,BFC1921
9559250,FK177,2017-03-13 19:10:00,BFC1909
12369260,EJ183,2017-03-24 23:18:00,BFC1875
11612260,NH087,2017-03-14 04:06:00,BFC1871
12367260,LH172,2017-03-13 16:30:00,BFC1862
12367260,LH163,2017-03-13 18:26:00,BFC1859
12367260,LH075,2017-03-14 09:30:00,BFC1854
12367260,SH101,2017-03-14 09:35:00,BFC1851
12367260,WH145,2017-03-13 18:54:00,BFC1849
12367260,JH126,2017-03-13 18:47:00,BFC1844
12451260,LF181,2017-03-13 18:45:00,BFC1842
12093510,UF115,2017-03-14 10:18:00,BFC1209
11212210,DE179,2017-03-14 10:55:00,BFC1072
11229210,DI184,2017-03-14 03:48:00,BFC1050
11228210,EC209,2017-03-14 04:32:00,BFC1043
8801210,EC236,2017-03-14 03:40:00,BFC1040
12793210,YF109,2017-03-13 17:10:00,BFC1037
12793210,HH105,2017-03-14 11:09:00,BFC1034
12637210,SH054,2017-03-14 11:01:00,BFC1012
12637210,SH069,2017-03-14 10:53:00,BFC1011
12259220,LH082,2017-03-14 11:08:00,BFC0299
12870220,SH096,2017-03-14 03:33:00,BFC0292
8869210,FA159,2017-03-13 17:08:00,BFC0286
12256220,CF099,2017-03-14 03:30:00,BFC0281
8800210,EP234,2017-04-21 01:54:00,BFC0245
8800210,FF230,2017-03-14 04:01:00,BFC0244
10313210,FH125,2017-03-14 11:02:00,BFC0229
12335220,SF115,2017-03-14 04:30:00,BFC0222
11268210,EP190,2017-03-14 10:51:00,BFC0219
10434210,FD196,2017-03-14 11:18:00,BFC0217
12510210,SE114,2017-03-13 18:35:00,BFC0201
12510210,SE111,2017-03-14 04:22:00,BFC0200
12814210,NE103,2017-03-14 04:10:00,BFC0197
10345210,ED225,2017-03-14 11:20:00,BFC0189
9176210,DO184,2017-03-14 03:31:00,BFC0185
7697210,CL137,2017-03-14 11:05:00,BFC0184
8877210,CI120,2017-03-14 11:14:00,BFC0180
5210220,FF087,2017-03-14 04:24:00,BFC0173
7238210,EG101,2017-03-13 18:23:00,BFC0172
9169210,EF140,2017-03-13 18:32:00,BFC0170
11231200,FI191,2017-04-20 19:24:00,BFC0167
12380220,XH148,2017-03-13 18:33:00,BFC0146
12257220,HF072,2017-03-13 16:33:00,BFC0141
12257220,KF082,2017-03-14 04:12:00,BFC0139
10412210,GF185,2017-03-14 03:53:00,BFB4751
7833220,DC112,2017-03-13 16:36:00,BFB4743
11401220,CH146,2017-03-14 03:54:00,BFB4739
12464330,CF090,2017-07-26 03:47:00,BFB4679
12871220,JJ132,2017-03-13 18:37:00,BFB3741
12871220,WF127,2017-03-13 18:18:00,BFB3738
12871220,TH127,2017-03-14 03:50:00,BFB3733
12871220,LH155,2017-03-13 18:39:00,BFB3728
8893220,DP192,2017-03-13 16:38:00,BFB3673
9298530,HH107,2017-03-13 18:15:00,BFB3615
12091510,MF056,2017-03-14 04:08:00,BFB3540
11809500,KJ159,2017-03-14 04:26:00,BFB3520
12073510,XF154,2017-03-14 04:28:00,BFB3513
12051510,YH060,2017-03-14 03:58:00,BFB3503
12051510,NJ077,2017-03-13 17:03:00,BFB3481
12051510,WH064,2017-03-14 10:16:00,BFB3471
12793230,YF084,2017-03-14 03:45:00,BFB2705
11401230,JH069,2017-03-14 03:43:00,BFB2704
8877210,DJ077,2017-03-14 11:11:00,BFB2614
11694510,HJ104,2017-03-14 03:37:00,BFB1851
11995510,HF127,2017-03-14 10:09:00,BFB1827
11995510,UE185,2017-04-20 22:52:00,BFB1824
6494500,EC178,2017-03-13 16:58:00,BFB1791
11479210,EL093,2017-03-14 03:59:00,BFB0974
12852240,JH128,2017-03-14 04:39:00,BFB0446
12854240,UH178,2017-03-13 17:16:00,BFB0415
12862210,VE147,2017-03-14 09:57:00,BFB0357
9181210,CL127,2017-03-14 10:01:00,BFB0353
11734210,VE152,2017-03-13 16:51:00,BFB0337
11361210,KH081,2017-03-14 04:46:00,BFB0314
12194210,TJ093,2017-03-14 09:28:00,BFB0228
7103190,CK179,2017-03-13 16:56:00,BFB0171
7103190,DI217,2017-03-14 04:20:00,BFB0170
9170220,FE183,2017-03-13 14:21:00,CFBB094
8891220,EB208,2017-03-13 11:11:00,CFBB069
11640590,EK126,2017-07-24 10:43:00,CFBA576
10133230,UH070,2017-03-13 11:29:00,CFBA542
12589200,XE089,2017-04-20 21:33:00,CFBA396
9957210,EM186,2017-03-12 22:31:00,CFB8775
8303340,EF137,2017-03-13 12:56:00,CFB8071
10903200,FI183,2017-03-13 15:00:00,CFB7943
12850230,VJ080,2017-03-13 15:02:00,CFB7380
12128200,HF150,2017-03-13 11:31:00,CFB7308
10786200,DE207,2017-04-20 19:10:00,CFB7219
12375210,CH073,2017-03-27 16:34:00,CFB6715
12163200,HK137,2017-03-13 11:14:00,CFB6673
12162210,HJ154,2017-03-13 11:16:00,CFB6655
12701200,VF175,2017-03-13 11:24:00,CFB6608
12655200,NH126,2017-03-12 22:21:00,CFB6571
10665210,LJ109,2017-03-12 22:14:00,CFB5809
11092200,FI147,2017-03-13 14:13:00,CFB5741
11216200,FG163,2017-03-13 13:58:00,CFB5709
8896220,DL150,2017-03-13 14:00:00,CFB4954
11273200,FK220,2017-03-12 22:45:00,CFB4323
12777240,TH187,2017-05-04 02:34:00,CFB4075
11222210,CF152,2017-03-12 22:55:00,CFB3476
11224210,CE148,2017-03-12 22:52:00,CFB3467
12224200,SF165,2017-03-13 11:00:00,CFB1678
8586250,EJ169,2017-03-12 22:59:00,CFB1038
8928290,EI115,2017-03-12 22:26:00,CFAE327
12870240,SH081,2017-03-13 12:44:00,CFAC799
