Batch,Chip,Date,SN
12645210,VJ087,2017-03-05 15:51:00,CFB9639
11216200,FE144,2017-03-31 09:06:00,CFB9554
11216200,CK185,2017-03-06 10:03:00,CFB9552
12412200,XJ112,2017-03-06 09:59:00,CFB9543
12412200,XJ128,2017-03-05 15:38:00,CFB9540
12412200,XJ110,2017-03-06 09:33:00,CFB9539
12412200,KF096,2017-03-06 09:45:00,CFB9517
9273290,SF067,2017-03-05 15:43:00,CFB8995
7230210,EE113,2017-03-06 09:39:00,CFB8762
12287470,TF141,2017-03-05 15:41:00,CFB8682
11092200,FG153,2017-03-06 10:09:00,CFB8663
11092200,GE116,2017-03-05 15:18:00,CFB8644
10888200,EM197,2017-03-06 09:53:00,CFB8636
10888200,FC200,2017-03-06 10:05:00,CFB8629
12924240,XE132,2017-03-06 10:07:00,CFB7399
12863240,HK101,2017-03-05 15:34:00,CFB7378
12749200,HH085,2017-03-05 14:07:00,CFB5695
11522210,CK142,2017-03-05 15:13:00,CFB4820
4799220,DE115,2017-03-06 10:09:00,CFB4227
11692290,XJ127,2017-03-05 15:56:00,CFB4091
8522210,EE167,2017-03-06 09:55:00,CFB3395
6114280,DM193,2017-03-05 15:46:00,CFAC061
11593600,SF131,2017-03-06 10:17:00,CFA9144
9325290,EF060,2017-03-06 09:54:00,BFB2745
12710290,VJ059,2017-03-06 09:52:00,BFB2739
10296210,MH147,2017-03-06 09:59:00,BFB2692
8549210,FL128,2017-04-20 19:18:00,BFB2659
12862210,KH123,2017-03-06 10:09:00,BFB2605
10347210,DI198,2017-03-06 09:56:00,BFB2565
12697210,CK112,2017-04-21 01:30:00,BFB2501
12702210,VE139,2017-03-06 10:05:00,BFB2500
5664510,CN109,2017-03-06 10:14:00,BFB1950
11696510,SJ080,2017-03-06 09:33:00,BFB1877
11694510,LJ090,2017-03-05 14:16:00,BFB1860
11996510,NF177,2017-03-06 10:12:00,BFB1844
12051510,MH061,2017-03-05 14:33:00,BFB1836
8439300,DD116,2017-03-05 15:53:00,BFB1742
8487300,CP097,2017-03-05 14:53:00,BFB1725
8438300,EI095,2017-03-05 14:13:00,BFB1705
13067540,WE149,2017-03-06 10:15:00,BFB1676
11477210,GA111,2017-03-06 09:42:00,BFB1114
11266210,FO162,2017-03-05 14:19:00,BFB1097
9969210,FH182,2017-03-05 14:48:00,BFB1087
9969210,EP196,2017-03-06 09:18:00,BFB1085
8704210,EO129,2017-03-06 09:38:00,BFB1075
8704210,DA131,2017-03-06 09:40:00,BFB1073
7449210,GB158,2017-03-06 09:11:00,BFB1014
12810220,CJ104,2017-03-05 15:47:00,BFB1003
7236210,EM104,2017-03-05 14:59:00,BFB0994
11479210,EN081,2017-03-05 15:15:00,BFB0978
10438210,EH199,2017-03-05 14:11:00,BFB0943
11144260,GA132,2017-03-06 10:13:00,BFB0916
11144260,GA111,2017-03-06 10:13:00,BFB0911
12369260,KH108,2017-04-15 20:51:00,BFB0903
12105200,HH098,2017-03-06 09:15:00,BFB0878
8931290,DC157,2017-03-06 09:48:00,BFB0852
9522290,DI244,2017-03-05 14:38:00,BFB0835
9405280,WH103,2017-03-06 09:50:00,BFB0833
9995290,MF151,2017-03-05 14:30:00,BFB0822
9995290,LF181,2017-03-06 10:19:00,BFB0821
9995290,EH178,2017-03-05 14:27:00,BFB0819
9995290,XE130,2017-03-05 14:57:00,BFB0814
9995290,XE131,2017-03-05 14:24:00,BFB0813
9404290,LJ101,2017-03-05 14:36:00,BFB0799
12852240,JH130,2017-03-05 14:55:00,BFB0450
12852240,HH160,2017-03-05 15:32:00,BFB0436
12924240,YH181,2017-03-05 15:58:00,BFB0399
12793210,EH083,2017-03-06 09:42:00,BFB0346
12793210,XF094,2017-03-06 09:53:00,BFB0338
12194210,MH074,2017-03-05 15:25:00,BFB0253
12194210,SJ111,2017-03-05 15:26:00,BFB0241
11375200,EJ160,2017-03-06 10:11:00,BFB0186
11018200,FG130,2017-03-06 10:01:00,BFB0185
7103190,DO193,2017-03-05 14:09:00,BFB0176
12143200,WH091,2017-03-05 15:11:00,BFB0151
12054610,CK209,2017-03-05 15:22:00,BFB0150
12234200,KH084,2017-03-04 22:21:00,CFBB156
12234200,EH080,2017-03-04 22:13:00,CFBB149
12257200,YF108,2017-03-04 23:26:00,CFBB131
12345200,CH135,2017-03-04 22:19:00,CFBB116
6979220,EC206,2017-03-04 23:06:00,CFBB091
8890220,DO207,2017-03-04 23:21:00,CFBB090
8892220,CK187,2017-03-04 22:08:00,CFBB083
8893220,DM211,2017-03-04 23:42:00,CFBB031
12259220,FH096,2017-03-04 22:46:00,CFBB022
11402220,HH139,2017-03-04 22:53:00,CFBB019
10060290,KH173,2017-03-05 10:09:00,CFBA948
10039290,KJ149,2017-03-05 10:08:00,CFBA922
8928290,EI123,2017-03-05 10:39:00,CFBA874
9357290,FJ208,2017-03-04 22:04:00,CFBA854
8841210,DB214,2017-03-04 22:57:00,CFBA599
11514220,FJ140,2017-03-05 10:37:00,CFBA591
11514220,FJ128,2017-03-04 23:32:00,CFBA589
4798220,DC127,2017-03-04 22:17:00,CFBA581
12554200,SF065,2017-03-04 22:06:00,CFBA443
12256200,VF094,2017-03-05 09:37:00,CFBA325
12256200,LH111,2017-03-05 09:41:00,CFBA304
12142200,SH100,2017-03-04 22:50:00,CFBA287
12142200,SH083,2017-03-04 23:36:00,CFBA260
12142200,SH087,2017-03-04 23:15:00,CFBA258
12142200,NH064,2017-07-29 02:07:00,CFBA252
12142200,NH102,2017-03-04 22:39:00,CFBA245
7521280,EM201,2017-03-04 22:55:00,CFB9765
7805280,DF201,2017-03-04 23:03:00,CFB9754
9994290,WE142,2017-03-05 09:25:00,CFB9714
9994290,WE124,2017-03-04 23:05:00,CFB9710
9994290,FF156,2017-03-04 22:10:00,CFB9703
8683290,EI089,2017-03-04 22:58:00,CFB9677
9015200,DJ209,2017-03-04 21:57:00,CFB9569
12412200,KF107,2017-03-04 22:02:00,CFB9526
12239200,WF076,2017-03-04 22:11:00,CFB9499
12706280,HF054,2017-03-04 23:00:00,CFB9029
9402290,NJ065,2017-03-05 09:58:00,CFB8990
5830220,FJ117,2017-03-04 22:43:00,CFB8930
11972470,JF174,2017-03-04 23:17:00,CFB8705
12227200,JF170,2017-03-04 23:39:00,CFB8619
12227200,JF169,2017-03-04 23:45:00,CFB8618
12227200,MF134,2017-03-04 22:47:00,CFB8587
11599590,UJ133,2017-03-04 23:19:00,CFB8562
12816330,NJ080,2017-03-04 21:53:00,CFB8075
12723270,CH083,2017-03-04 22:24:00,CFB8049
12874220,XF130,2017-03-04 21:55:00,CFB8045
9014200,EN157,2017-03-04 21:51:00,CFB7946
12805240,YH088,2017-03-04 23:28:00,CFB7339
11322200,EL125,2017-03-04 19:37:00,CFB6572
12749200,HH087,2017-03-04 19:30:00,CFB5696
8890220,FA180,2017-03-04 19:25:00,CFB4947
11932200,JJ106,2017-03-04 19:22:00,CFB4305
5998230,FM207,2017-03-04 23:24:00,CFB4142
7449210,EP162,2017-03-05 10:48:00,CFB3409
7076190,EI130,2017-03-04 23:13:00,CFB2634
7792200,EC116,2017-03-05 10:03:00,CFAB763
12721290,LH055,2017-03-05 10:42:00,CFA8547
11395590,WH160,2017-03-04 23:11:00,CEGC585
11694510,LJ105,2017-03-05 10:23:00,BFB1852
12051510,XH061,2017-03-05 10:20:00,BFB1837
12273510,FK089,2017-03-05 10:25:00,BFB1790
12193510,CK159,2017-03-05 10:28:00,BFB1786
12195510,LH043,2017-03-05 10:50:00,BFB1783
12196510,LJ040,2017-03-05 09:48:00,BFB1770
12196510,HH060,2017-08-09 10:08:00,BFB1768
11994510,LF174,2017-03-05 09:32:00,BFB1763
8436300,FE100,2017-03-05 10:00:00,BFB1739
11316290,CN209,2017-03-05 10:11:00,BFB1723
13074540,SE145,2017-03-05 10:16:00,BFB1673
12259220,LH098,2017-03-04 22:15:00,BFB1127
7813220,DA130,2017-03-05 13:56:00,BFB1101
11266210,FC182,2017-03-05 14:03:00,BFB1098
9969210,EP206,2017-03-05 10:06:00,BFB1086
8704210,DF140,2017-03-05 09:29:00,BFB1079
8704210,EB130,2017-03-05 09:42:00,BFB1076
8704210,DF131,2017-03-05 09:27:00,BFB1074
8704210,DE117,2017-03-05 10:33:00,BFB1069
11227210,FG207,2017-03-05 09:44:00,BFB1031
7449210,EP212,2017-03-04 23:34:00,BFB1016
7449210,GB157,2017-03-04 22:33:00,BFB1013
11146260,EP101,2017-03-05 09:52:00,BFB0922
11145260,EN145,2017-03-05 10:35:00,BFB0894
12130200,UJ154,2017-03-05 10:14:00,BFB0891
8572290,GB128,2017-03-04 22:36:00,BFB0840
9995290,XE139,2017-03-05 09:50:00,BFB0810
9404290,HK076,2017-03-05 10:18:00,BFB0807
9404290,LJ085,2017-03-05 10:29:00,BFB0805
9404290,EK079,2017-03-05 09:39:00,BFB0804
9404290,HK090,2017-03-05 10:31:00,BFB0803
12852240,HH181,2017-03-04 22:32:00,BFB0440
12852240,JH175,2017-03-05 13:50:00,BFB0437
12852240,JH188,2017-03-05 09:35:00,BFB0431
12995240,WE077,2017-03-05 13:47:00,BFB0375
12194210,SJ088,2017-03-04 23:09:00,BFB0267
11859210,MH078,2017-03-04 22:30:00,BFB0222
8954200,DL204,2017-03-05 09:46:00,BFB0191
11102200,DF152,2017-03-04 23:30:00,BFB0178
7103190,CK210,2017-03-04 22:28:00,BFB0174
7103190,DA169,2017-03-05 13:58:00,BFB0168
12199200,CJ160,2017-03-04 22:26:00,BFB0149
11351210,JH153,2017-03-04 17:08:00,F451911
12809240,XH096,2017-03-04 14:45:00,CFBB248
11484240,JF079,2017-03-04 14:38:00,CFBB208
11484240,NF084,2017-03-04 13:12:00,CFBB207
11800240,CK096,2017-03-04 13:16:00,CFBB203
12234200,YF089,2017-03-04 15:01:00,CFBB158
7813220,DB112,2017-03-04 14:47:00,CFBB093
12874220,SH126,2017-03-04 15:53:00,CFBB059
8893220,DJ179,2017-03-04 13:03:00,CFBB039
11998510,WF184,2017-03-04 16:22:00,CFBA957
11995510,JF176,2017-04-21 02:42:00,CFBA952
10039290,SJ131,2017-07-12 12:11:00,CFBA917
8928290,EI144,2017-03-04 13:57:00,CFBA885
6255280,DO172,2017-03-04 13:09:00,CFBA864
6255280,DO195,2017-03-04 13:14:00,CFBA860
11640590,UJ127,2017-03-04 16:24:00,CFBA573
11640590,UJ122,2017-10-27 23:29:00,CFBA571
11640590,EK121,2017-03-04 14:57:00,CFBA565
10260230,GB089,2017-03-04 14:34:00,CFBA510
11363230,EP178,2017-03-04 16:57:00,CFBA506
10313230,JF161,2017-03-04 13:18:00,CFBA464
10313230,NF174,2017-03-04 16:41:00,CFBA457
10314230,KF151,2017-03-04 16:47:00,CFBA452
12490210,JF083,2017-03-04 16:26:00,CFBA393
12580200,UF069,2017-03-04 13:52:00,CFBA391
12142200,SH097,2017-03-04 14:40:00,CFBA289
7521280,EL199,2017-03-04 13:24:00,CFB9772
7521280,EM188,2017-03-04 15:27:00,CFB9767
7521280,EM208,2017-03-04 15:18:00,CFB9764
7805280,GA189,2017-03-04 15:29:00,CFB9759
7805280,GA193,2017-03-04 13:31:00,CFB9756
11500290,EE136,2017-03-04 18:45:00,CFB9734
9994290,YF186,2017-03-04 15:20:00,CFB9699
8782200,DH120,2017-03-04 16:15:00,CFB9566
11216200,DI196,2017-03-04 15:50:00,CFB9555
12239200,XF059,2017-03-04 14:42:00,CFB9494
9273290,SF072,2017-03-04 15:24:00,CFB9001
5655220,FJ167,2017-03-04 14:31:00,CFB8932
10343210,DE176,2017-03-04 16:01:00,CFB8766
12227200,JF167,2017-03-04 15:48:00,CFB8616
12502200,EJ072,2017-03-04 14:49:00,CFB8575
12931240,EF135,2017-03-04 18:29:00,CFB7403
10781200,EP170,2017-03-04 18:27:00,CFB7316
11351210,JH153,2017-03-04 17:05:00,CFB6641
11257200,FH158,2017-03-04 18:49:00,CFB6591
10915200,DF200,2017-03-04 19:15:00,CFB6555
10906200,CM195,2017-03-04 18:22:00,CFB6535
12698200,FF130,2017-03-04 18:25:00,CFB6524
12694200,MJ136,2017-03-04 17:14:00,CFB5833
12581210,YH079,2017-03-04 16:12:00,CFB5819
11256200,EO136,2017-03-04 19:03:00,CFB5718
11256200,EK155,2017-03-04 17:17:00,CFB5717
11322200,FA124,2017-03-04 19:21:00,CFB5711
12749200,UF105,2017-03-04 17:11:00,CFB5701
12380200,HH141,2017-03-04 18:52:00,CFB5681
12702200,HJ113,2017-03-04 19:18:00,CFB5669
12368200,HK140,2017-03-04 18:31:00,CFB5644
12124210,TF130,2017-03-04 18:57:00,CFB4968
7832220,DF126,2017-03-04 18:20:00,CFB4911
8550210,EG115,2017-03-04 16:17:00,CFB4857
11015210,FH090,2017-03-04 18:47:00,CFB4785
12548200,TF104,2017-03-04 19:00:00,CFB4290
12490200,EJ090,2017-03-04 18:54:00,CFB2560
12700200,MJ088,2017-03-04 18:17:00,CFB1819
6110280,DA170,2017-03-04 19:12:00,CFB0977
11460290,FO131,2017-03-04 18:15:00,CFB0970
8550210,EH126,2017-03-04 17:01:00,CFAE833
12770530,LF061,2017-03-04 19:06:00,CEKD166
11696510,WJ151,2017-03-04 16:45:00,BFB1886
9374210,DI186,2017-03-04 13:26:00,BFB1063
10398210,DF173,2017-03-04 13:41:00,BFB1036
7236210,FE098,2017-03-04 14:01:00,BFB0988
10347210,DL211,2017-03-04 13:34:00,BFB0948
10347210,EA225,2017-03-04 13:45:00,BFB0947
10438210,EH196,2017-03-04 13:22:00,BFB0940
12130200,UJ149,2017-03-04 16:09:00,BFB0890
12130200,CF145,2017-03-04 13:48:00,BFB0886
12105200,NF109,2017-03-04 15:11:00,BFB0881
12105200,HH096,2017-03-04 13:43:00,BFB0879
11351210,SF157,2017-03-04 16:30:00,BFB0871
11351210,SF154,2017-03-04 14:04:00,BFB0870
11351210,EJ166,2017-03-04 16:04:00,BFB0868
8390290,CJ149,2017-03-04 14:53:00,BFB0855
8931290,DC137,2017-03-04 16:37:00,BFB0851
9995290,LF166,2017-03-04 16:51:00,BFB0829
9995290,LF170,2017-03-04 13:29:00,BFB0826
9404290,LJ108,2017-03-04 15:15:00,BFB0797
9404290,YJ073,2017-03-04 15:10:00,BFB0796
9404290,TJ086,2017-03-04 15:13:00,BFB0791
12852240,TH130,2017-03-04 15:39:00,BFB0423
12854240,YF141,2017-03-04 15:43:00,BFB0421
12995240,JF080,2017-03-04 15:45:00,BFB0385
12995240,NE116,2017-03-04 15:36:00,BFB0379
12995240,MF064,2017-03-04 15:33:00,BFB0369
12995240,LF056,2017-03-04 16:54:00,BFB0367
12995240,JF065,2017-03-04 15:37:00,BFB0362
12194210,LH080,2017-03-04 16:43:00,BFB0249
12194210,MH073,2017-03-04 15:04:00,BFB0236
11859210,YH072,2017-03-04 14:19:00,BFB0204
12368200,HF133,2017-03-04 14:51:00,BFB0155
11800240,YJ082,2017-03-04 09:31:00,CFBB202
12497200,YJ122,2017-03-04 10:20:00,CFBB180
12234200,VF061,2017-03-04 12:27:00,CFBB144
12234200,VF077,2017-03-04 10:33:00,CFBB143
7813220,CN121,2017-03-04 10:18:00,CFBB092
12874220,XF126,2017-03-04 12:44:00,CFBB058
5210220,FI124,2017-03-04 10:14:00,CFBB054
7833220,DG116,2017-03-04 10:17:00,CFBB047
9923220,XF173,2017-03-04 03:32:00,CFBB029
12259220,FH099,2017-03-04 03:33:00,CFBB021
11995510,EF188,2017-03-04 11:26:00,CFBA951
10028290,VJ080,2017-07-28 22:19:00,CFBA941
10028290,VJ086,2017-03-04 12:41:00,CFBA940
10026290,EH091,2017-03-04 09:21:00,CFBA932
8928290,EI140,2017-03-04 10:44:00,CFBA884
8928290,EJ128,2017-03-04 03:26:00,CFBA883
8928290,EI125,2017-03-04 09:29:00,CFBA876
8928290,EH128,2017-03-04 09:14:00,CFBA871
8928290,EM168,2017-03-04 08:57:00,CFBA870
9357290,GD181,2017-03-04 10:46:00,CFBA855
9357290,FM205,2017-03-04 03:22:00,CFBA852
8908210,EK188,2017-03-04 03:57:00,CFBA597
9946210,DP187,2017-03-04 03:47:00,CFBA593
4798220,DC140,2017-03-04 12:50:00,CFBA582
11640590,EK130,2017-04-21 02:37:00,CFBA569
11640590,EK129,2017-03-04 03:59:00,CFBA568
11640590,EK128,2017-04-20 19:37:00,CFBA567
11640590,EK118,2017-03-04 10:28:00,CFBA564
11640590,EK115,2017-03-04 12:56:00,CFBA558
11640590,VJ128,2017-03-04 13:01:00,CFBA553
12589200,WE086,2017-03-04 12:31:00,CFBA418
12589200,XE109,2017-03-04 04:02:00,CFBA411
12580200,EJ092,2017-03-04 11:17:00,CFBA388
12256200,VF100,2017-03-04 03:41:00,CFBA327
12142200,HJ064,2017-03-04 10:35:00,CFBA278
12142200,CJ060,2017-03-04 03:28:00,CFBA264
9994290,CF136,2017-03-04 10:42:00,CFB9704
9843200,FA193,2017-03-04 03:37:00,CFB9547
12412200,KF128,2017-03-04 03:24:00,CFB9532
12239200,WF060,2017-03-04 03:36:00,CFB9481
9397290,FJ078,2017-03-04 12:34:00,CFB9018
7238210,FC129,2017-03-04 03:39:00,CFB8744
12227200,TJ169,2017-03-04 12:17:00,CFB8592
11599590,CH138,2017-03-04 12:37:00,CFB8567
11350210,TF156,2017-03-04 11:19:00,CFB6656
11218210,DF181,2017-03-04 11:23:00,CFB4794
6128280,FE173,2017-03-04 09:58:00,CFAD318
12445280,CF164,2017-03-04 11:14:00,CFAC763
6245280,DB188,2017-03-04 11:08:00,CFA8573
6490510,EI172,2017-03-04 03:50:00,BFB1871
11888510,FF068,2017-03-04 03:48:00,BFB1818
12840290,SE102,2017-03-04 03:45:00,BFB1691
11303540,EE169,2017-03-04 03:55:00,BFB1655
11373210,EE139,2017-03-04 09:27:00,BFB1065
11373210,EE133,2017-03-04 11:10:00,BFB1064
9374210,DC211,2017-03-04 09:05:00,BFB1062
7712210,CP111,2017-03-04 09:39:00,BFB1043
10398210,DJ180,2017-03-04 09:55:00,BFB1037
7449210,EB159,2017-03-04 09:17:00,BFB1008
7236210,FG127,2017-03-04 09:45:00,BFB1002
7236210,FG094,2017-03-04 12:22:00,BFB0999
7236210,EM134,2017-03-04 12:52:00,BFB0983
7236210,EM127,2017-03-04 03:52:00,BFB0982
11479210,FB108,2017-03-04 03:57:00,BFB0979
11401220,CH134,2017-03-04 12:39:00,BFB0969
11401220,CH138,2017-03-04 10:56:00,BFB0968
11401220,VF135,2017-03-04 03:58:00,BFB0964
11401220,VF136,2017-03-04 09:41:00,BFB0962
10347210,DB202,2017-03-04 04:00:00,BFB0953
10347210,CP189,2017-03-04 09:00:00,BFB0951
10347210,DI208,2017-03-04 04:00:00,BFB0950
10400210,CJ148,2017-08-10 13:38:00,BFB0934
12767270,SH170,2017-03-04 11:02:00,BFB0910
11146260,EI138,2017-03-04 10:11:00,BFB0901
12130200,FJ182,2017-03-04 09:38:00,BFB0885
8931290,DC159,2017-03-04 11:21:00,BFB0853
8931290,DB173,2017-03-04 11:04:00,BFB0848
9995290,LF172,2017-03-04 09:09:00,BFB0832
9995290,LF164,2017-03-04 09:44:00,BFB0825
9404290,HK096,2017-03-04 10:06:00,BFB0787
9404290,TJ059,2017-03-04 09:36:00,BFB0785
12862240,XJ075,2017-03-04 09:12:00,BFB0456
12852240,TH136,2017-03-04 12:24:00,BFB0454
12852240,WE154,2017-03-04 09:25:00,BFB0433
12852240,JH135,2017-03-04 03:50:00,BFB0432
12995240,KF103,2017-03-04 03:45:00,BFB0396
12995240,JF069,2017-03-04 11:12:00,BFB0382
12995240,EF113,2017-03-04 10:01:00,BFB0380
12995240,NE117,2017-03-04 10:08:00,BFB0373
12995240,KF058,2017-03-04 10:59:00,BFB0370
12194210,YJ099,2017-03-04 10:52:00,BFB0270
12194210,SJ108,2017-03-04 09:07:00,BFB0240
12194210,TJ115,2017-03-04 03:40:00,BFB0235
11859210,KJ083,2017-03-04 10:26:00,BFB0218
11859210,YJ115,2017-03-04 09:19:00,BFB0216
11859210,YJ106,2017-03-04 03:39:00,BFB0212
11102200,DB135,2017-03-04 09:52:00,BFB0179
7669190,EJ104,2017-04-20 19:29:00,BFB0161
12749200,UF107,2017-03-04 10:54:00,BFB0153
12694200,FJ166,2017-03-04 09:02:00,BFB0147
12852240,NH178,2017-03-04 02:59:00,CFBB221
8869230,FN184,2017-03-04 02:26:00,CFBB219
11484240,WF084,2017-03-04 02:45:00,CFBB212
11800240,YJ085,2017-03-04 02:43:00,CFBB201
12192200,HF131,2017-03-04 03:11:00,CFBB169
12192200,HF135,2017-03-04 03:16:00,CFBB167
12192200,MH162,2017-03-04 03:20:00,CFBB160
12234200,KH091,2017-03-04 01:36:00,CFBB154
12234200,EH088,2017-07-24 11:23:00,CFBB150
12234200,EH081,2017-03-04 03:12:00,CFBB148
12257200,NH095,2017-09-06 11:21:00,CFBB134
12257200,YF115,2017-03-04 02:00:00,CFBB132
12343200,JK129,2017-03-04 03:19:00,CFBB113
12343200,FK144,2017-03-04 01:36:00,CFBB112
12343200,LJ167,2017-03-04 03:16:00,CFBB110
12384200,HH087,2017-03-04 03:09:00,CFBB108
6700220,DI140,2017-03-04 02:39:00,CFBB099
11318220,VF060,2017-03-04 01:21:00,CFBB066
12874220,XF127,2017-03-04 02:15:00,CFBB057
4847220,CP129,2017-03-04 02:19:00,CFBB049
5209220,FA094,2017-03-04 00:48:00,CFBB043
9388220,DO230,2017-03-04 02:41:00,CFBB035
6978220,DK204,2017-03-04 02:54:00,CFBB033
5661220,GC186,2017-03-04 02:47:00,CFBB014
7384220,EI078,2017-03-04 02:43:00,CFBB001
10028290,XJ082,2017-03-04 01:00:00,CFBA943
10039290,KJ147,2017-03-04 01:08:00,CFBA923
10039290,TJ155,2017-03-04 01:17:00,CFBA918
10039290,SJ157,2017-03-04 03:02:00,CFBA916
10039290,YH167,2017-03-04 01:12:00,CFBA913
8931290,DE124,2017-03-04 01:10:00,CFBA894
9357290,FI204,2017-03-04 02:16:00,CFBA858
9357290,GD155,2017-03-04 01:27:00,CFBA857
11290290,DM117,2017-03-04 00:55:00,CFBA849
10133230,JF143,2017-03-04 00:58:00,CFBA524
10133230,UH072,2017-03-04 02:36:00,CFBA521
11363230,FK166,2017-03-04 02:44:00,CFBA501
11363230,FJ168,2017-03-04 01:12:00,CFBA498
12589200,FF061,2017-03-04 01:20:00,CFBA400
12469200,MF097,2017-03-04 00:42:00,CFBA395
12580200,FK124,2017-03-04 01:42:00,CFBA386
12256200,SF105,2017-03-04 02:36:00,CFBA323
12256200,MH077,2017-03-04 03:02:00,CFBA320
12256200,MH082,2017-03-04 02:51:00,CFBA318
12256200,JH091,2017-03-04 02:49:00,CFBA315
12142200,HJ062,2017-03-04 02:40:00,CFBA279
12142200,CJ110,2017-03-04 02:51:00,CFBA275
12142200,XH060,2017-03-04 01:05:00,CFBA274
12142200,CJ059,2017-03-04 02:53:00,CFBA265
7805280,EA192,2017-03-04 02:13:00,CFB9760
9994290,FF165,2017-03-04 01:03:00,CFB9700
9994290,YE128,2017-03-04 03:09:00,CFB9697
9015200,DK219,2017-03-04 01:14:00,CFB9570
11216200,FG153,2017-03-04 00:48:00,CFB9550
12277200,FH081,2017-07-06 01:07:00,CFB9548
9843200,EL188,2017-03-04 01:24:00,CFB9546
9397290,NJ066,2017-03-04 00:50:00,CFB9011
9402290,XJ080,2017-03-04 02:29:00,CFB8984
12224200,MJ126,2017-03-04 01:29:00,CFB8919
12224200,YH183,2017-03-04 02:33:00,CFB8913
8521210,CN196,2017-03-04 01:23:00,CFB8783
11218210,DF187,2017-03-04 01:15:00,CFB8767
7238210,EN137,2017-03-04 01:16:00,CFB8751
7238210,EN094,2017-03-04 01:26:00,CFB8748
11092200,FG146,2017-03-04 02:49:00,CFB8665
11092200,FC136,2017-03-04 01:33:00,CFB8660
10888200,FC188,2017-03-04 01:43:00,CFB8627
12874220,XF131,2017-03-04 02:09:00,CFB8044
12805240,MH061,2017-03-04 01:33:00,CFB7355
11218210,DP202,2017-03-04 01:18:00,CFB4840
12779240,SF171,2017-03-04 02:26:00,CFB3528
11582590,CH125,2017-07-24 10:38:00,CFA9799
11696510,WJ154,2017-03-04 02:23:00,BFB1885
7236210,EM140,2017-03-04 02:55:00,BFB1001
7236210,FE086,2017-03-04 02:53:00,BFB0986
11401220,KF154,2017-03-04 02:02:00,BFB0971
12767270,UJ102,2017-09-12 12:56:00,BFB0906
11351210,VF134,2017-03-04 02:04:00,BFB0869
11351210,VF139,2017-03-04 02:07:00,BFB0864
11351210,SF142,2017-03-04 02:03:00,BFB0860
8931290,DC155,2017-03-04 02:14:00,BFB0847
9404290,TJ080,2017-03-04 02:56:00,BFB0802
12852240,TH134,2017-03-04 01:31:00,BFB0430
12854240,UH129,2017-03-04 01:04:00,BFB0420
12854240,YF150,2017-03-04 03:04:00,BFB0419
12924240,HK166,2017-03-04 02:21:00,BFB0398
12995240,MF073,2017-03-04 03:06:00,BFB0388
12995240,MF065,2017-03-04 01:00:00,BFB0368
12618210,WE141,2017-03-04 00:54:00,BFB0285
12194210,UH081,2017-03-04 02:04:00,BFB0277
12194210,SJ086,2017-03-04 01:30:00,BFB0266
12194210,LJ101,2017-03-04 03:13:00,BFB0258
12194210,LJ105,2017-03-04 01:44:00,BFB0255
12194210,LJ108,2017-03-04 00:52:00,BFB0252
12194210,CJ095,2017-03-04 00:56:00,BFB0247
12194210,VH083,2017-03-04 02:17:00,BFB0242
12194210,CJ079,2017-03-04 00:51:00,BFB0227
12194210,CJ080,2017-03-04 00:58:00,BFB0223
11859210,VH072,2017-03-04 01:59:00,BFB0220
12008210,SH126,2017-03-04 02:59:00,BFB0194
12809240,NH060,2017-08-18 16:46:00,CFBB249
12852240,LH183,2017-03-03 02:34:00,CFBB244
12852240,LH167,2017-03-03 01:00:00,CFBB242
12497200,SJ108,2017-03-03 22:39:00,CFBB176
12192200,HF141,2017-03-03 01:57:00,CFBB164
12192200,NF127,2017-03-04 00:08:00,CFBB159
12234200,YF061,2017-03-03 22:19:00,CFBB145
12257200,UF089,2017-08-09 01:37:00,CFBB133
12257200,UF115,2017-03-03 22:55:00,CFBB118
12343200,FK149,2017-03-03 22:41:00,CFBB111
12384200,NF104,2017-03-03 03:09:00,CFBB102
12384200,EH114,2017-03-03 22:25:00,CFBB101
10766220,MH147,2017-03-04 00:42:00,CFBB098
8892220,CK181,2017-03-03 00:43:00,CFBB084
11318220,JJ160,2017-03-03 01:37:00,CFBB065
12870220,VF127,2017-03-03 02:25:00,CFBB063
5210220,FH122,2017-03-03 03:01:00,CFBB053
7833220,DG108,2017-03-03 02:07:00,CFBB046
8893220,DJ196,2017-03-03 23:05:00,CFBB041
7972220,CO199,2017-03-03 03:29:00,CFBB038
8704210,DF119,2017-03-03 02:14:00,CFBB008
10039290,WJ152,2017-03-03 03:25:00,CFBA925
10039290,WJ118,2017-03-03 02:32:00,CFBA921
10039290,WJ117,2017-07-22 00:13:00,CFBA920
10037290,NH070,2017-03-03 03:29:00,CFBA907
8931290,DB171,2017-03-03 03:17:00,CFBA891
8374290,DN195,2017-03-04 00:30:00,CFBA887
8928290,EH148,2017-03-03 03:03:00,CFBA880
8928290,EG126,2017-03-03 02:58:00,CFBA878
8928290,EG129,2017-03-03 02:20:00,CFBA877
10846220,HH092,2017-03-03 00:28:00,CFBA604
10399210,CL183,2017-03-03 23:11:00,CFBA587
10296230,TH162,2017-03-03 00:41:00,CFBA450
12589200,WJ153,2017-03-03 03:21:00,CFBA402
11531220,TF138,2017-03-03 03:28:00,CFBA376
11744200,WE101,2017-03-03 03:09:00,CFBA359
12256200,JH107,2017-03-04 00:22:00,CFBA311
12256200,LH087,2017-03-03 01:41:00,CFBA302
